device_id,user_id,doc_type,strokeDuration,startX,startY,stopX,stopY,directEndToEndDistance,meanResultantLength,upDownLeftRightFlag,directionOfEndToEndLine,largestDeviationFromEndToEndLine,averageDirection,lengthOfTrajectory,averageVelocity,midStrokePressure,midStrokeArea
7.0,22.0,1.0,395.0,130.625,835.2121582,801.1668091,732.1149902,678.4212141440752,0.9965568012601124,right,-8.740894284982128,24.253276968115397,-10.188612516408146,680.7652241058759,1.7234562635591797,0.84,0.3225806
7.0,22.0,1.0,433.0,112.5,824.9091187,799.375,696.4242554,698.7886845980119,0.9942001238815515,right,-10.59514027629833,31.040514399539028,-13.11565540087298,702.8652157774877,1.6232453020265305,0.7152,0.2903226
7.0,22.0,1.0,252.0,80.0,832.1818237,679.375,730.9697266,607.8604109698047,0.997966822619302,right,-9.584702762934707,16.48185863061387,-9.94605214086081,609.0988169069498,2.4170587972498008,0.6624,0.2903226
7.0,22.0,1.0,384.0,109.375,829.1515503,799.375,704.9091187,701.0964140614903,0.9950279853783665,right,-10.207386517481623,27.56069329200845,-12.28433147401424,704.5996940426691,1.8348950365694507,0.7152,0.2903226
7.0,22.0,1.0,344.0,128.125,812.7879028,801.7420654,694.9054565,683.8539478161841,0.9940154382264292,right,-9.9262009287833,28.402362330172902,-9.628168880780375,687.9711536838397,1.9999161444297664,0.744,0.2903226
7.0,22.0,1.0,273.0,180.0,812.1818237,706.25,710.3636475,536.0093315462841,0.9980699433486168,right,-10.950215072887222,13.336579785626103,-10.989835254386628,537.0458604814041,1.9672009541443372,0.4656,0.2258064
7.0,22.0,1.0,258.0,182.5,806.7272949,799.9330444,669.0285645,632.6013789669006,0.9987275411809432,right,-12.57225367193306,12.830618243987422,-12.866754164548892,633.4073637529635,2.4550673013680755,0.648,0.2903226
7.0,22.0,1.0,280.0,103.75,837.6364136,802.5952148,697.2037964,712.8155120523822,0.993860696929303,right,-11.362234486417142,32.28688254343564,-11.0858793350606,717.2187352359779,2.561495482985636,0.816,0.3548387
7.0,22.0,1.0,243.0,134.375,837.6364136,710.1970825,704.8818359,590.9271093755491,0.9968886045580374,right,-12.98257662807925,18.575352159457736,-14.114127464698615,592.7714557811922,2.4393887069184865,0.6,0.2903226
7.0,22.0,1.0,199.0,600.0,717.0303345,195.0,700.0606079,405.3553646134201,0.9662044154123824,left,-177.60067825286836,44.98617711033159,-40.74047547949021,419.53375305205134,2.108209814331916,0.72,0.2903226
7.0,22.0,1.0,220.0,589.375,798.2424316,203.75,750.9697266,388.51171058671713,0.9907854101060856,left,-173.01113792334652,22.15476296538072,-61.08429365662178,392.1249814781975,1.782386279446352,0.6672,0.2903226
7.0,22.0,1.0,249.0,623.75,767.333374,113.75,740.666687,510.6966929553744,0.9820258606340632,left,-177.00686571590774,43.5093909136729,-53.61864592048936,520.0440369519736,2.088530268883428,0.5616,0.2258064
7.0,22.0,1.0,225.0,659.375,717.0303345,165.625,713.3939819,493.7633902591721,0.9872891342292228,left,-179.5780376911088,35.556286443283255,-38.73977443119922,500.1203529345569,2.222757124153586,0.6768,0.3225806
7.0,22.0,1.0,214.0,654.375,679.4545898,0.0,707.333374,654.9686001889481,0.978672086908526,left,177.56046411337255,60.675978522677504,-12.447488598496069,669.2421383528908,3.1272997119293966,0.6384,0.3548387
7.0,22.0,1.0,169.0,634.375,699.4545898,168.75,748.5454712,468.2056762381559,0.98794812729102,left,173.98153503636777,30.6792845488306,55.29162776973367,473.9172668123663,2.804244182321694,0.6624,0.2903226
7.0,22.0,1.0,156.0,560.0,751.5758057,176.25,740.666687,383.90502910330656,0.9827070884980428,left,-178.37165298276437,30.938273930581023,-15.953720928146602,390.6606898400033,2.5042351912820724,0.6336001,0.3225806
7.0,22.0,1.0,175.0,633.125,721.8788452,230.625,738.8485107,402.8575673202402,0.9898433157390576,left,177.5858018939198,25.529615557818087,-1.2461626052603747,406.9912489326154,2.325664279614945,0.7296,0.3225806
7.0,22.0,1.0,202.0,666.25,710.3636475,176.875,743.0909424,490.46810952035565,0.9903785562125588,left,176.1740016896908,31.23212812683337,-1.6446656069865426,495.2329656611522,2.451648344857189,0.6672,0.2580645
7.0,22.0,1.0,163.0,579.375,682.4848633,170.0,702.4848633,409.8632584472534,0.98973234684144,left,177.2030407317712,25.74853130524785,-0.2168445930078718,414.11525020401854,2.5405843570798683,0.6096,0.3225806
7.0,22.0,1.0,313.0,741.875,830.9697266,291.875,845.5151367,450.2350152475673,0.9869381051458064,left,178.1486654359321,31.742552042237666,-22.49649814066665,456.1937703084748,1.457488084052635,0.552,0.2903226
7.0,22.0,1.0,348.0,789.375,827.333374,197.0346375,811.7647095,592.5449251836901,0.987334024727431,left,-178.4944239761249,40.88674482110954,-56.54844194207876,600.1463641924742,1.724558517794466,0.6144,0.2580645
7.0,22.0,1.0,358.0,781.875,811.5758057,212.5,816.4242554,569.3956428437905,0.9860033554143144,left,179.5121159327511,39.6240270128871,-55.92057864279821,577.478402803744,1.613068164256268,0.5904,0.2580645
7.0,22.0,1.0,404.0,756.875,817.0303345,136.25,854.6060791,621.7614713113417,0.9684325132065192,left,176.53525609997422,73.18806254338172,-47.609266934771085,642.0287039441337,1.5891799602577563,0.5856,0.2903226
7.0,22.0,1.0,286.0,711.875,793.3939819,217.5,817.0303345,494.9397112671719,0.9777519220647244,left,177.26274027072677,46.81015523192081,-64.87088940832409,506.2017267345328,1.7699361074634017,0.5808001,0.3225806
7.0,22.0,1.0,322.0,740.0,791.5758057,152.5,823.0909424,588.3446726547455,0.9701629734008432,left,176.92943774216135,62.515493141492826,-26.747655910157512,606.4390095123312,1.88335096121842,0.5904,0.2903226
7.0,22.0,1.0,326.0,786.875,758.2424316,130.0673981,835.9848633,661.3925548418715,0.965788178703938,left,173.2496447751285,78.15924611553243,-32.284764101045255,684.8215472355881,2.100679592747203,0.6144,0.2580645
