device_id,user_id,doc_type,strokeDuration,startX,startY,stopX,stopY,directEndToEndDistance,meanResultantLength,upDownLeftRightFlag,directionOfEndToEndLine,largestDeviationFromEndToEndLine,averageDirection,lengthOfTrajectory,averageVelocity,midStrokePressure,midStrokeArea
7.0,22.0,1.0,397.0,698.125,681.6970215,254.375,687.1515503,443.7835219838948,0.9829969112133848,left,179.29576170996634,33.80944856586892,-14.369349647747867,451.4597318887813,1.1371781659667035,0.8016,0.2903226
7.0,22.0,1.0,295.0,737.5,710.7879028,313.125,707.1515503,424.39057916558926,0.9745013072857726,left,-179.50906026009133,44.29054979454608,-66.69472871019516,435.49513581220543,1.476254697668493,0.864,0.3548387
7.0,22.0,1.0,227.0,741.25,720.4848633,278.75,701.6970215,462.8814459443172,0.9686040527872164,left,-177.67378917096724,51.58928405778598,-21.636996693738357,477.8851013604042,2.1052207108387853,0.8208001,0.3225806
7.0,22.0,1.0,119.0,367.5,680.4848633,624.375,653.2121582,258.3187296122207,0.9883081220300756,right,-6.0604530708415805,17.780240179572974,-5.45425560839799,261.3746905991325,2.1964259714212817,0.5616,0.2903226
7.0,22.0,1.0,90.0,693.75,571.3939819,385.0995178,594.6101685,309.5223925381466,0.9952563971296192,left,175.6984050999357,13.853422126130695,32.72135128441565,310.9976418446827,3.4555293538298075,0.5232,0.3548387
7.0,22.0,1.0,197.0,714.375,589.5758057,311.25,624.7272949,404.6546587128062,0.989491582552877,left,175.01655655878517,25.40379621754431,17.40109573422596,408.9520980752578,2.0758989750013086,0.7392001,0.2903226
7.0,22.0,1.0,237.0,694.375,590.1818237,264.375,628.9697266,431.7458759633725,0.9793201353174243,left,174.8456170552544,38.49813066025182,28.460230690624133,440.8628602570618,1.8601808449665056,0.7632,0.2903226
7.0,22.0,1.0,280.0,699.375,666.5454712,202.5,779.8787842,509.6363462907213,0.9831953758561088,left,167.1510955035319,41.0072775169868,63.2508938170897,518.3469723369681,1.8512391869177431,0.84,0.2580645
7.0,22.0,1.0,232.0,769.375,595.0303345,274.375,694.4242554,504.8803338533552,0.9867456811871532,left,168.64623196444228,35.886906543187536,111.1152325236638,511.66206600056665,2.205439939657615,0.8304,0.2580645
7.0,22.0,1.0,201.0,674.375,571.3939819,236.25,652.0,445.4782214417867,0.9798786880649796,left,169.57532762064056,39.41486180207533,43.00750949064511,454.6258908043985,2.261820352260689,0.8448001,0.3225806
7.0,22.0,1.0,172.0,588.125,959.2727051,171.875,982.9091797,416.9205505027504,0.9886949884825884,left,176.74998810731768,27.47123273444097,19.381665572574917,421.6877352060055,2.451672879104683,0.7056,0.3225806
7.0,22.0,1.0,163.0,682.5,1058.666748,373.75,1005.939453,313.21993892154603,0.9812560140494352,left,-170.3087105888954,26.87491943315325,-34.8563972077979,319.2030769105341,1.9583010853407,0.7728,0.3225806
7.0,22.0,1.0,163.0,637.5,225.9393921,280.0,199.8787842,358.4486089861663,0.9915363324666544,left,-175.83069543001784,20.30013868591548,-38.42276909913079,361.5082950056407,2.217842300648102,0.6432,0.3225806
7.0,22.0,1.0,199.0,608.75,878.0606079,253.7195282,899.1101685,355.6539327885798,0.9834780106981263,left,176.60693696413296,29.331598078685712,-17.30987574707368,361.6287592806648,1.8172299461339936,0.648,0.2903226
7.0,22.0,1.0,318.0,776.25,644.1212158,344.0954895,707.6416016,436.7978483894758,0.9978626168473922,left,171.638234033391,10.789212902595192,174.4924075842133,437.733452496174,1.3765202908684715,0.7776,0.3225806
7.0,22.0,1.0,237.0,733.75,736.8485107,273.75,742.3030396,460.0323378693295,0.9913682516559038,left,179.32063730621354,29.395547833334813,-41.12612334159071,464.03779534086107,1.957965381185068,0.6720001,0.2580645
7.0,22.0,1.0,293.0,745.625,950.1818848,232.5,975.6363525,513.7559688713021,0.980558621503616,left,177.1600701330352,44.94487698787776,-34.916480628861954,523.9421260541204,1.7881983824372711,0.6912,0.2903226
7.0,22.0,1.0,300.0,770.0,958.666748,143.125,973.2121582,627.0437262128426,0.9499729748664952,left,178.67080182911744,85.71500715534637,-24.02842488587645,660.0648047919093,2.200216015973031,0.8688,0.3225806
7.0,22.0,1.0,314.0,706.25,940.4848633,150.756012,1004.609497,559.1829211906452,0.9731081263361628,left,173.41508582643488,53.49511942492847,10.116404476862828,574.6359587973207,1.8300508241952889,0.84,0.3225806
7.0,22.0,1.0,166.0,576.25,975.0303955,194.375,1008.363648,383.3270422853425,0.9721582837727522,left,175.01138807456152,38.65198548079013,58.41609092590612,394.30517507676507,2.3753323799805126,0.6144,0.2580645
7.0,22.0,1.0,128.0,631.25,763.0909424,291.875,808.5454712,342.4054684338876,0.9982213902198523,left,172.371432404927,9.41039891193292,171.78409904557083,343.0155592623344,2.679809056736988,0.5712,0.3225806
7.0,22.0,1.0,94.0,605.625,626.7272949,415.0,637.6364136,190.93689925158705,0.9985572482094712,left,176.72464030431271,4.319585034328919,86.79556765662058,191.21277182050304,2.034178423622373,0.5136001,0.3225806
